split_name,split_file,seed,model,input_mode,run_tag,sequence_length,accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,worst_class_recall,epochs_ran,best_val_macro_f1,parameter_count,train_time_sec,inference_time_ms_per_sample,prediction_path,checkpoint,evidence_status
cross_load,mcc5_postfix_cross_load_split.csv,44,cnn,vib_current,length8192,8192,0.9044958765629156,0.9071042740305336,0.9033985102420856,0.9019719527833238,0.9052048225071364,0.8282122905027933,18,0.9885747668015138,16612,10.541165590286257,0.0428239155652897,results\formal_runs\postfix_neural_fusion_20260710_180646\predictions\formal_dl_cnn_vib_current_cross_load_length8192_seed44_predictions.csv,results\formal_runs\postfix_neural_fusion_20260710_180646\checkpoints\formal_dl_cnn_vib_current_cross_load_length8192_seed44.pt,corrected_formal_train_only_zscore
cross_load,mcc5_postfix_cross_load_split.csv,42,tcn,vib_current,length8192,8192,0.7839851024208566,0.8341986816669509,0.8101722532588455,0.7609040814383774,0.7854364859098534,0.3924581005586592,14,0.9526452742192226,11620,14.430608749389648,0.0592751463666562,results\formal_runs\postfix_neural_fusion_20260710_180646\predictions\formal_dl_tcn_vib_current_cross_load_length8192_seed42_predictions.csv,results\formal_runs\postfix_neural_fusion_20260710_180646\checkpoints\formal_dl_tcn_vib_current_cross_load_length8192_seed42.pt,corrected_formal_train_only_zscore
cross_load,mcc5_postfix_cross_load_split.csv,43,tcn,vib_current,length8192,8192,0.6435222133546156,0.7864234608699974,0.6877327746741154,0.6195636310802822,0.6401632671733565,0.1997206703910614,10,0.760373965689243,11620,10.315295219421388,0.0593470398115648,results\formal_runs\postfix_neural_fusion_20260710_180646\predictions\formal_dl_tcn_vib_current_cross_load_length8192_seed43_predictions.csv,results\formal_runs\postfix_neural_fusion_20260710_180646\checkpoints\formal_dl_tcn_vib_current_cross_load_length8192_seed43.pt,corrected_formal_train_only_zscore
cross_load,mcc5_postfix_cross_load_split.csv,44,tcn,vib_current,length8192,8192,0.8284118116520351,0.8435241362609821,0.8491620111731844,0.8100819065419036,0.8303314047230195,0.5256052141527002,17,0.9023835035969144,11620,17.50067114830017,0.0600011528220129,results\formal_runs\postfix_neural_fusion_20260710_180646\predictions\formal_dl_tcn_vib_current_cross_load_length8192_seed44_predictions.csv,results\formal_runs\postfix_neural_fusion_20260710_180646\checkpoints\formal_dl_tcn_vib_current_cross_load_length8192_seed44.pt,corrected_formal_train_only_zscore
cross_load,mcc5_postfix_cross_load_split.csv,42,transformer,vib_current,length8192,8192,0.9616919393455706,0.9586702764166198,0.9650837988826816,0.961046580692977,0.961536166933929,0.904096834264432,23,0.9712928787699288,70724,93.23626589775084,0.1787501277045767,results\formal_runs\postfix_neural_fusion_20260710_180646\predictions\formal_dl_transformer_vib_current_cross_load_length8192_seed42_predictions.csv,results\formal_runs\postfix_neural_fusion_20260710_180646\checkpoints\formal_dl_transformer_vib_current_cross_load_length8192_seed42.pt,corrected_formal_train_only_zscore
cross_load,mcc5_postfix_cross_load_split.csv,43,transformer,vib_current,length8192,8192,0.929901569566374,0.9167476910070784,0.9385474860335196,0.9192882365790706,0.9328389352133564,0.8337988826815642,18,0.8915371216250678,70724,72.96237921714783,0.1765837153084388,results\formal_runs\postfix_neural_fusion_20260710_180646\predictions\formal_dl_transformer_vib_current_cross_load_length8192_seed43_predictions.csv,results\formal_runs\postfix_neural_fusion_20260710_180646\checkpoints\formal_dl_transformer_vib_current_cross_load_length8192_seed43.pt,corrected_formal_train_only_zscore
cross_load,mcc5_postfix_cross_load_split.csv,44,transformer,vib_current,length8192,8192,0.855413673849428,0.8476706584352377,0.8654562383612663,0.8423912070080487,0.854621792518665,0.6564245810055865,24,0.9828996937659,70724,97.3199908733368,0.1777155851550354,results\formal_runs\postfix_neural_fusion_20260710_180646\predictions\formal_dl_transformer_vib_current_cross_load_length8192_seed44_predictions.csv,results\formal_runs\postfix_neural_fusion_20260710_180646\checkpoints\formal_dl_transformer_vib_current_cross_load_length8192_seed44.pt,corrected_formal_train_only_zscore
cross_rpm,mcc5_postfix_cross_rpm_split.csv,42,cnn,vib_current,length8192,8192,0.5393056664006385,0.6948681754643461,0.509948346191363,0.488712464970363,0.5171492237338328,0.1620111731843575,26,0.9960545795937946,16612,20.374850273132324,0.0435346046258997,results\formal_runs\postfix_neural_fusion_20260710_180646\predictions\formal_dl_cnn_vib_current_cross_rpm_length8192_seed42_predictions.csv,results\formal_runs\postfix_neural_fusion_20260710_180646\checkpoints\formal_dl_cnn_vib_current_cross_rpm_length8192_seed42.pt,corrected_formal_train_only_zscore
cross_rpm,mcc5_postfix_cross_rpm_split.csv,43,cnn,vib_current,length8192,8192,0.7691540303272146,0.8149647251261557,0.7512137536578878,0.7590633046676608,0.7645558828294965,0.5502793296089385,30,0.9970892740670873,16612,23.29225897789001,0.0432588439509094,results\formal_runs\postfix_neural_fusion_20260710_180646\predictions\formal_dl_cnn_vib_current_cross_rpm_length8192_seed43_predictions.csv,results\formal_runs\postfix_neural_fusion_20260710_180646\checkpoints\formal_dl_cnn_vib_current_cross_rpm_length8192_seed43.pt,corrected_formal_train_only_zscore
cross_rpm,mcc5_postfix_cross_rpm_split.csv,44,cnn,vib_current,length8192,8192,0.7270550678371908,0.7876910651266157,0.747270439833289,0.7453303556321983,0.7251862175353547,0.5685909373060211,18,0.9955886020650438,16612,13.97254514694214,0.0425294600575805,results\formal_runs\postfix_neural_fusion_20260710_180646\predictions\formal_dl_cnn_vib_current_cross_rpm_length8192_seed44_predictions.csv,results\formal_runs\postfix_neural_fusion_20260710_180646\checkpoints\formal_dl_cnn_vib_current_cross_rpm_length8192_seed44.pt,corrected_formal_train_only_zscore
cross_rpm,mcc5_postfix_cross_rpm_split.csv,42,tcn,vib_current,length8192,8192,0.4726656025538707,0.6484244843325215,0.4762791522568059,0.451604056944593,0.4410183007908628,0.1396648044692737,13,0.9906856763743892,11620,17.76227068901062,0.0600206404805468,results\formal_runs\postfix_neural_fusion_20260710_180646\predictions\formal_dl_tcn_vib_current_cross_rpm_length8192_seed42_predictions.csv,results\formal_runs\postfix_neural_fusion_20260710_180646\checkpoints\formal_dl_tcn_vib_current_cross_rpm_length8192_seed42.pt,corrected_formal_train_only_zscore
cross_rpm,mcc5_postfix_cross_rpm_split.csv,43,tcn,vib_current,length8192,8192,0.5321229050279329,0.7726807106817023,0.5208610446040614,0.5079787348133291,0.512232879489291,0.2318435754189944,13,0.994883190485785,11620,17.763442754745483,0.0597600069221076,results\formal_runs\postfix_neural_fusion_20260710_180646\predictions\formal_dl_tcn_vib_current_cross_rpm_length8192_seed43_predictions.csv,results\formal_runs\postfix_neural_fusion_20260710_180646\checkpoints\formal_dl_tcn_vib_current_cross_rpm_length8192_seed43.pt,corrected_formal_train_only_zscore
cross_rpm,mcc5_postfix_cross_rpm_split.csv,44,tcn,vib_current,length8192,8192,0.5482841181165203,0.7245091053110919,0.546585417220892,0.5437934812295702,0.5404853586481804,0.342877094972067,17,0.9939455830238664,11620,23.241955041885376,0.0618475014366156,results\formal_runs\postfix_neural_fusion_20260710_180646\predictions\formal_dl_tcn_vib_current_cross_rpm_length8192_seed44_predictions.csv,results\formal_runs\postfix_neural_fusion_20260710_180646\checkpoints\formal_dl_tcn_vib_current_cross_rpm_length8192_seed44.pt,corrected_formal_train_only_zscore
cross_rpm,mcc5_postfix_cross_rpm_split.csv,42,transformer,vib_current,length8192,8192,0.5067837190742218,0.7149787322561839,0.4913623969140729,0.4762959915582279,0.4898797690235552,0.2332402234636871,20,0.9970897115917476,70724,107.5616443157196,0.1768147288944278,results\formal_runs\postfix_neural_fusion_20260710_180646\predictions\formal_dl_transformer_vib_current_cross_rpm_length8192_seed42_predictions.csv,results\formal_runs\postfix_neural_fusion_20260710_180646\checkpoints\formal_dl_transformer_vib_current_cross_rpm_length8192_seed42.pt,corrected_formal_train_only_zscore
cross_rpm,mcc5_postfix_cross_rpm_split.csv,43,transformer,vib_current,length8192,8192,0.6133280127693536,0.7333320197489682,0.580019065354261,0.5481377149929871,0.5677410412282331,0.2039106145251396,23,0.9976731012662629,70724,123.6039605140686,0.1763450271685601,results\formal_runs\postfix_neural_fusion_20260710_180646\predictions\formal_dl_transformer_vib_current_cross_rpm_length8192_seed43_predictions.csv,results\formal_runs\postfix_neural_fusion_20260710_180646\checkpoints\formal_dl_transformer_vib_current_cross_rpm_length8192_seed43.pt,corrected_formal_train_only_zscore
cross_rpm,mcc5_postfix_cross_rpm_split.csv,44,transformer,vib_current,length8192,8192,0.4503192338387869,0.7521030198610873,0.4295745765717832,0.3865539770278198,0.4077893365988957,0.1424581005586592,28,0.9976731189935618,70724,150.438325881958,0.178516339228235,results\formal_runs\postfix_neural_fusion_20260710_180646\predictions\formal_dl_transformer_vib_current_cross_rpm_length8192_seed44_predictions.csv,results\formal_runs\postfix_neural_fusion_20260710_180646\checkpoints\formal_dl_transformer_vib_current_cross_rpm_length8192_seed44.pt,corrected_formal_train_only_zscore
