split_name,model,sequence_length,accuracy_mean,accuracy_std,macro_precision_mean,macro_precision_std,macro_recall_mean,macro_recall_std,macro_f1_mean,macro_f1_std,weighted_f1_mean,weighted_f1_std,worst_class_recall_mean,worst_class_recall_std,best_val_macro_f1_mean,best_val_macro_f1_std,train_time_sec_mean,train_time_sec_std,inference_time_ms_per_sample_mean,inference_time_ms_per_sample_std
cross_rpm,cnn,8192,0.6785049215216813,0.1223740378118413,0.7658413219057058,0.0629591436511222,0.6694775132275131,0.1381703795406807,0.6643687084234075,0.1522776588023635,0.6689637746995613,0.1329407238209478,0.4269604800331057,0.2296354287644593,0.996244151908642,0.0007680868188861,19.22344422340393,4.784237004702814,0.0431987636106449,0.0018020113711649
cross_rpm,cnn,12800,0.7337057728119181,0.0390130603247205,0.7915641290320625,0.027546630154426,0.7137259466170081,0.0508580786583911,0.7186973335319667,0.0578428943884639,0.7267248202892297,0.0466306230735176,0.4986033519553072,0.1657192206278904,0.9959666584434436,0.0007904123719785,27.668062766393025,8.570652720009049,0.0661484704876427,0.0024440438096198
