model,accuracy_mean,accuracy_std,accuracy_min,accuracy_max,macro_f1_mean,macro_f1_std,macro_f1_min,macro_f1_max,worst_class_recall_mean,worst_class_recall_std,worst_class_recall_min,worst_class_recall_max
random_forest,0.969925512104283,0.0396845435128866,0.910148975791434,0.9972067039106144,0.9688944754119008,0.0408431865260425,0.9069056525010808,0.9972649037440812,0.8898510242085662,0.1583646854927026,0.6554934823091247,0.994413407821229
xgboost,0.9781657355679702,0.0344893908163247,0.9120111731843576,0.9990689013035382,0.9777005833203646,0.0355581082892409,0.909200402346676,0.999185288640596,0.9193668528864058,0.1355921834298744,0.6629422718808193,0.9981378026070764
