run_id,protocol,split_name,configuration,setting,scalar_feature_count,seed,window_accuracy,window_macro_f1,window_worst_recall,recording_count,recording_accuracy,recording_macro_f1,recording_worst_recall,evidence_status,prediction_path
postfix_neural_fusion_20260710_180646,upward_1000_2000_to_3000_rpm,cross_rpm,full_engineered_254,full_engineered_features_254,254,44,0.5335195530726257,0.4278570157706374,0.0321229050279329,28,0.5714285714285714,0.4478469899665552,0.0,corrected_formal_train_only_zscore,results\formal_runs\postfix_neural_fusion_20260710_180646\predictions\corrected_fusion_full_engineered_features_254_cross_rpm_seed44_predictions.csv
postfix_neural_fusion_20260710_180646,upward_1000_2000_to_3000_rpm,cross_rpm,full_engineered_254,full_engineered_features_254,254,45,0.4122106943335993,0.3165845564278325,0.0251396648044692,28,0.3571428571428571,0.2208333333333333,0.0,corrected_formal_train_only_zscore,results\formal_runs\postfix_neural_fusion_20260710_180646\predictions\corrected_fusion_full_engineered_features_254_cross_rpm_seed45_predictions.csv
postfix_neural_fusion_20260710_180646,upward_1000_2000_to_3000_rpm,cross_rpm,full_engineered_254,full_engineered_features_254,254,46,0.4483240223463687,0.3419257798584079,0.020949720670391,28,0.4642857142857143,0.3358585858585858,0.0,corrected_formal_train_only_zscore,results\formal_runs\postfix_neural_fusion_20260710_180646\predictions\corrected_fusion_full_engineered_features_254_cross_rpm_seed46_predictions.csv
postfix_neural_fusion_20260710_180646,upward_1000_2000_to_3000_rpm,cross_rpm,full_fusion_legacy_262,full_multisource_fusion,262,42,0.5927773343974462,0.4964883797103556,0.0251396648044692,28,0.6071428571428571,0.4951136363636363,0.0,corrected_formal_train_only_zscore,results\formal_runs\postfix_neural_fusion_20260710_180646\predictions\corrected_fusion_full_multisource_fusion_cross_rpm_seed42_predictions.csv
postfix_neural_fusion_20260710_180646,upward_1000_2000_to_3000_rpm,cross_rpm,full_fusion_legacy_262,full_multisource_fusion,262,43,0.6047486033519553,0.5311185182687883,0.164804469273743,28,0.5714285714285714,0.4317460317460317,0.0,corrected_formal_train_only_zscore,results\formal_runs\postfix_neural_fusion_20260710_180646\predictions\corrected_fusion_full_multisource_fusion_cross_rpm_seed43_predictions.csv
postfix_neural_fusion_20260710_180646,upward_1000_2000_to_3000_rpm,cross_rpm,full_fusion_legacy_262,full_multisource_fusion,262,44,0.5175578611332802,0.4592068906569433,0.1243016759776536,28,0.4642857142857143,0.3689123376623376,0.0,corrected_formal_train_only_zscore,results\formal_runs\postfix_neural_fusion_20260710_180646\predictions\corrected_fusion_full_multisource_fusion_cross_rpm_seed44_predictions.csv
postfix_neural_fusion_20260710_180646,upward_1000_2000_to_3000_rpm,cross_rpm,full_fusion_legacy_262,full_multisource_fusion,262,45,0.4243814844373503,0.324942778462999,0.0223463687150838,28,0.3928571428571428,0.2474120082815735,0.0,corrected_formal_train_only_zscore,results\formal_runs\postfix_neural_fusion_20260710_180646\predictions\corrected_fusion_full_multisource_fusion_cross_rpm_seed45_predictions.csv
postfix_neural_fusion_20260710_180646,upward_1000_2000_to_3000_rpm,cross_rpm,full_fusion_legacy_262,full_multisource_fusion,262,46,0.554269752593775,0.4665923297421633,0.0879888268156424,28,0.5357142857142857,0.3712643678160919,0.0,corrected_formal_train_only_zscore,results\formal_runs\postfix_neural_fusion_20260710_180646\predictions\corrected_fusion_full_multisource_fusion_cross_rpm_seed46_predictions.csv
postfix_neural_fusion_20260710_180646,upward_1000_2000_to_3000_rpm,cross_rpm,no_scalars,vibration_current,0,42,0.5833998403830806,0.5599468134874344,0.2451117318435754,28,0.5714285714285714,0.5169856459330143,0.25,corrected_formal_train_only_zscore,results\formal_runs\postfix_neural_fusion_20260710_180646\predictions\corrected_fusion_vibration_current_cross_rpm_seed42_predictions.csv
postfix_neural_fusion_20260710_180646,upward_1000_2000_to_3000_rpm,cross_rpm,no_scalars,vibration_current,0,43,0.786512370311253,0.8026641511533563,0.6536312849162011,28,0.8214285714285714,0.8315319548872181,0.75,corrected_formal_train_only_zscore,results\formal_runs\postfix_neural_fusion_20260710_180646\predictions\corrected_fusion_vibration_current_cross_rpm_seed43_predictions.csv
postfix_neural_fusion_20260710_180646,upward_1000_2000_to_3000_rpm,cross_rpm,no_scalars,vibration_current,0,44,0.7408220271348763,0.7366434955217693,0.4085195530726257,28,0.75,0.7650186071238703,0.375,corrected_formal_train_only_zscore,results\formal_runs\postfix_neural_fusion_20260710_180646\predictions\corrected_fusion_vibration_current_cross_rpm_seed44_predictions.csv
postfix_neural_fusion_20260710_180646,upward_1000_2000_to_3000_rpm,cross_rpm,no_scalars,vibration_current,0,45,0.8256185155626496,0.7791652851963214,0.3715083798882682,28,0.8571428571428571,0.7777777777777778,0.25,corrected_formal_train_only_zscore,results\formal_runs\postfix_neural_fusion_20260710_180646\predictions\corrected_fusion_vibration_current_cross_rpm_seed45_predictions.csv
