prediction_file,aggregation,metric,point_estimate,bootstrap_mean,ci_low_95,ci_high_95,bootstrap_replicates,bootstrap_unit,source_recording_count,split_name,model,setting,seed,scalar_feature_count,setting_label,evidence_status,run_tag,sequence_length
corrected_fusion_full_engineered_features_254_cross_rpm_seed42_predictions.csv,source_majority_vote,macro_f1,0.5348039215686274,0.5325075302637884,0.4242424242424242,0.6244059036658114,2000,source_recording_stratified_by_class,28,cross_rpm,MultisourceFusionNet,full_engineered_features_254,42,254.0,full_engineered_254,corrected_formal_train_only_zscore,,
corrected_fusion_full_engineered_features_254_cross_rpm_seed42_predictions.csv,source_majority_vote,worst_class_recall,0.0,0.0,0.0,0.0,2000,source_recording_stratified_by_class,28,cross_rpm,MultisourceFusionNet,full_engineered_features_254,42,254.0,full_engineered_254,corrected_formal_train_only_zscore,,
corrected_fusion_full_engineered_features_254_cross_rpm_seed42_predictions.csv,window_clustered,accuracy,0.6229050279329609,0.6217003192338388,0.5223463687150838,0.7176825618515563,2000,source_recording_stratified_by_class,28,cross_rpm,MultisourceFusionNet,full_engineered_features_254,42,254.0,full_engineered_254,corrected_formal_train_only_zscore,,
corrected_fusion_full_engineered_features_254_cross_rpm_seed42_predictions.csv,window_clustered,macro_f1,0.5235671952017471,0.5216437116945816,0.4375586586526423,0.6019671535970675,2000,source_recording_stratified_by_class,28,cross_rpm,MultisourceFusionNet,full_engineered_features_254,42,254.0,full_engineered_254,corrected_formal_train_only_zscore,,
corrected_fusion_full_engineered_features_254_cross_rpm_seed42_predictions.csv,window_clustered,worst_class_recall,0.0223463687150838,0.0222053072625698,0.0,0.0446927374301676,2000,source_recording_stratified_by_class,28,cross_rpm,MultisourceFusionNet,full_engineered_features_254,42,254.0,full_engineered_254,corrected_formal_train_only_zscore,,
corrected_fusion_full_engineered_features_254_cross_rpm_seed43_predictions.csv,source_mean_probability,accuracy,0.4285714285714285,0.4307500000000001,0.3214285714285714,0.5357142857142857,2000,source_recording_stratified_by_class,28,cross_rpm,MultisourceFusionNet,full_engineered_features_254,43,254.0,full_engineered_254,corrected_formal_train_only_zscore,,
corrected_fusion_full_engineered_features_254_cross_rpm_seed43_predictions.csv,source_mean_probability,macro_f1,0.2905982905982905,0.2922407261234911,0.2101449275362318,0.3712643678160919,2000,source_recording_stratified_by_class,28,cross_rpm,MultisourceFusionNet,full_engineered_features_254,43,254.0,full_engineered_254,corrected_formal_train_only_zscore,,
corrected_fusion_full_engineered_features_254_cross_rpm_seed43_predictions.csv,source_mean_probability,worst_class_recall,0.0,0.0,0.0,0.0,2000,source_recording_stratified_by_class,28,cross_rpm,MultisourceFusionNet,full_engineered_features_254,43,254.0,full_engineered_254,corrected_formal_train_only_zscore,,
corrected_fusion_full_engineered_features_254_cross_rpm_seed43_predictions.csv,source_majority_vote,accuracy,0.4285714285714285,0.4294464285714286,0.3214285714285714,0.5357142857142857,2000,source_recording_stratified_by_class,28,cross_rpm,MultisourceFusionNet,full_engineered_features_254,43,254.0,full_engineered_254,corrected_formal_train_only_zscore,,
corrected_fusion_full_engineered_features_254_cross_rpm_seed43_predictions.csv,source_majority_vote,macro_f1,0.2905982905982905,0.2912441629442667,0.2101449275362318,0.3712643678160919,2000,source_recording_stratified_by_class,28,cross_rpm,MultisourceFusionNet,full_engineered_features_254,43,254.0,full_engineered_254,corrected_formal_train_only_zscore,,
corrected_fusion_full_engineered_features_254_cross_rpm_seed43_predictions.csv,source_majority_vote,worst_class_recall,0.0,0.0,0.0,0.0,2000,source_recording_stratified_by_class,28,cross_rpm,MultisourceFusionNet,full_engineered_features_254,43,254.0,full_engineered_254,corrected_formal_train_only_zscore,,
corrected_fusion_full_engineered_features_254_cross_rpm_seed43_predictions.csv,window_clustered,accuracy,0.492218675179569,0.4935279329608938,0.4160015961691939,0.5660415003990423,2000,source_recording_stratified_by_class,28,cross_rpm,MultisourceFusionNet,full_engineered_features_254,43,254.0,full_engineered_254,corrected_formal_train_only_zscore,,
corrected_fusion_full_engineered_features_254_cross_rpm_seed43_predictions.csv,window_clustered,macro_f1,0.3906238036051188,0.3902904443987495,0.3172721525882673,0.4556858110534602,2000,source_recording_stratified_by_class,28,cross_rpm,MultisourceFusionNet,full_engineered_features_254,43,254.0,full_engineered_254,corrected_formal_train_only_zscore,,
corrected_fusion_full_engineered_features_254_cross_rpm_seed43_predictions.csv,window_clustered,worst_class_recall,0.0279329608938547,0.0275150139664804,0.0,0.0558659217877094,2000,source_recording_stratified_by_class,28,cross_rpm,MultisourceFusionNet,full_engineered_features_254,43,254.0,full_engineered_254,corrected_formal_train_only_zscore,,
corrected_fusion_full_engineered_features_254_cross_rpm_seed44_predictions.csv,source_mean_probability,accuracy,0.5714285714285714,0.5694642857142856,0.4642857142857143,0.6785714285714286,2000,source_recording_stratified_by_class,28,cross_rpm,MultisourceFusionNet,full_engineered_features_254,44,254.0,full_engineered_254,corrected_formal_train_only_zscore,,
corrected_fusion_full_engineered_features_254_cross_rpm_seed44_predictions.csv,source_mean_probability,macro_f1,0.4478469899665552,0.4433352254258164,0.3439153439153439,0.551948051948052,2000,source_recording_stratified_by_class,28,cross_rpm,MultisourceFusionNet,full_engineered_features_254,44,254.0,full_engineered_254,corrected_formal_train_only_zscore,,
corrected_fusion_full_engineered_features_254_cross_rpm_seed44_predictions.csv,source_mean_probability,worst_class_recall,0.0,0.0,0.0,0.0,2000,source_recording_stratified_by_class,28,cross_rpm,MultisourceFusionNet,full_engineered_features_254,44,254.0,full_engineered_254,corrected_formal_train_only_zscore,,
corrected_fusion_full_engineered_features_254_cross_rpm_seed44_predictions.csv,source_majority_vote,accuracy,0.5714285714285714,0.5694642857142856,0.4642857142857143,0.6785714285714286,2000,source_recording_stratified_by_class,28,cross_rpm,MultisourceFusionNet,full_engineered_features_254,44,254.0,full_engineered_254,corrected_formal_train_only_zscore,,
corrected_fusion_full_engineered_features_254_cross_rpm_seed44_predictions.csv,source_majority_vote,macro_f1,0.4496590909090909,0.4429296283915287,0.3344444444444444,0.5560200668896321,2000,source_recording_stratified_by_class,28,cross_rpm,MultisourceFusionNet,full_engineered_features_254,44,254.0,full_engineered_254,corrected_formal_train_only_zscore,,
corrected_fusion_full_engineered_features_254_cross_rpm_seed44_predictions.csv,source_majority_vote,worst_class_recall,0.0,0.0,0.0,0.0,2000,source_recording_stratified_by_class,28,cross_rpm,MultisourceFusionNet,full_engineered_features_254,44,254.0,full_engineered_254,corrected_formal_train_only_zscore,,
corrected_fusion_full_engineered_features_254_cross_rpm_seed44_predictions.csv,window_clustered,accuracy,0.5335195530726257,0.5325221468475658,0.4533070630486831,0.6049531125299282,2000,source_recording_stratified_by_class,28,cross_rpm,MultisourceFusionNet,full_engineered_features_254,44,254.0,full_engineered_254,corrected_formal_train_only_zscore,,
