prediction_file,aggregation,source_count,split_name,model,setting,seed,scalar_feature_count,setting_label,evidence_status,run_tag,sequence_length,accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,worst_class_recall
corrected_fusion_full_multisource_fusion_source_file_seed43_predictions.csv,majority_vote,12,source_file,MultisourceFusionNet,full_multisource_fusion,43,262.0,full_fusion_legacy_262,corrected_formal_train_only_zscore,,,1.0,1.0,1.0,1.0,1.0,1.0
corrected_fusion_full_multisource_fusion_source_file_seed44_predictions.csv,mean_probability,12,source_file,MultisourceFusionNet,full_multisource_fusion,44,262.0,full_fusion_legacy_262,corrected_formal_train_only_zscore,,,1.0,1.0,1.0,1.0,1.0,1.0
corrected_fusion_full_multisource_fusion_source_file_seed44_predictions.csv,majority_vote,12,source_file,MultisourceFusionNet,full_multisource_fusion,44,262.0,full_fusion_legacy_262,corrected_formal_train_only_zscore,,,1.0,1.0,1.0,1.0,1.0,1.0
corrected_fusion_vibration_current_auxiliary_only_cross_condition_seed42_predictions.csv,mean_probability,42,cross_condition,MultisourceFusionNet,vibration_current_auxiliary_only,42,26.0,auxiliary_26,posthoc_exploratory_same_holdout,,,1.0,1.0,1.0,1.0,1.0,1.0
corrected_fusion_vibration_current_auxiliary_only_cross_condition_seed42_predictions.csv,majority_vote,42,cross_condition,MultisourceFusionNet,vibration_current_auxiliary_only,42,26.0,auxiliary_26,posthoc_exploratory_same_holdout,,,1.0,1.0,1.0,1.0,1.0,1.0
corrected_fusion_vibration_current_auxiliary_only_cross_condition_seed43_predictions.csv,mean_probability,42,cross_condition,MultisourceFusionNet,vibration_current_auxiliary_only,43,26.0,auxiliary_26,posthoc_exploratory_same_holdout,,,0.9761904761904762,0.9807692307692308,0.9791666666666666,0.9791304347826086,0.9761490683229812,0.9166666666666666
corrected_fusion_vibration_current_auxiliary_only_cross_condition_seed43_predictions.csv,majority_vote,42,cross_condition,MultisourceFusionNet,vibration_current_auxiliary_only,43,26.0,auxiliary_26,posthoc_exploratory_same_holdout,,,0.9761904761904762,0.9807692307692308,0.9791666666666666,0.9791304347826086,0.9761490683229812,0.9166666666666666
corrected_fusion_vibration_current_auxiliary_only_cross_condition_seed44_predictions.csv,mean_probability,42,cross_condition,MultisourceFusionNet,vibration_current_auxiliary_only,44,26.0,auxiliary_26,posthoc_exploratory_same_holdout,,,0.9761904761904762,0.9807692307692308,0.9791666666666666,0.9791304347826086,0.9761490683229812,0.9166666666666666
corrected_fusion_vibration_current_auxiliary_only_cross_condition_seed44_predictions.csv,majority_vote,42,cross_condition,MultisourceFusionNet,vibration_current_auxiliary_only,44,26.0,auxiliary_26,posthoc_exploratory_same_holdout,,,0.9761904761904762,0.9807692307692308,0.9791666666666666,0.9791304347826086,0.9761490683229812,0.9166666666666666
corrected_fusion_vibration_current_auxiliary_only_cross_load_seed42_predictions.csv,mean_probability,42,cross_load,MultisourceFusionNet,vibration_current_auxiliary_only,42,26.0,auxiliary_26,posthoc_exploratory_same_holdout,,,0.9761904761904762,0.9807692307692308,0.9791666666666666,0.9791304347826086,0.9761490683229812,0.9166666666666666
corrected_fusion_vibration_current_auxiliary_only_cross_load_seed42_predictions.csv,majority_vote,42,cross_load,MultisourceFusionNet,vibration_current_auxiliary_only,42,26.0,auxiliary_26,posthoc_exploratory_same_holdout,,,0.9761904761904762,0.9807692307692308,0.9791666666666666,0.9791304347826086,0.9761490683229812,0.9166666666666666
corrected_fusion_vibration_current_auxiliary_only_cross_load_seed43_predictions.csv,mean_probability,42,cross_load,MultisourceFusionNet,vibration_current_auxiliary_only,43,26.0,auxiliary_26,posthoc_exploratory_same_holdout,,,0.9523809523809524,0.9642857142857144,0.9583333333333334,0.958041958041958,0.952047952047952,0.8333333333333334
corrected_fusion_vibration_current_auxiliary_only_cross_load_seed43_predictions.csv,majority_vote,42,cross_load,MultisourceFusionNet,vibration_current_auxiliary_only,43,26.0,auxiliary_26,posthoc_exploratory_same_holdout,,,0.9523809523809524,0.9642857142857144,0.9583333333333334,0.958041958041958,0.952047952047952,0.8333333333333334
corrected_fusion_vibration_current_auxiliary_only_cross_load_seed44_predictions.csv,mean_probability,42,cross_load,MultisourceFusionNet,vibration_current_auxiliary_only,44,26.0,auxiliary_26,posthoc_exploratory_same_holdout,,,0.8809523809523809,0.9264705882352942,0.8958333333333334,0.8911070780399274,0.8755509463313454,0.5833333333333334
corrected_fusion_vibration_current_auxiliary_only_cross_load_seed44_predictions.csv,majority_vote,42,cross_load,MultisourceFusionNet,vibration_current_auxiliary_only,44,26.0,auxiliary_26,posthoc_exploratory_same_holdout,,,0.8571428571428571,0.9166666666666666,0.875,0.8666666666666667,0.8476190476190476,0.5
corrected_fusion_vibration_current_auxiliary_only_cross_rpm_seed42_predictions.csv,mean_probability,28,cross_rpm,MultisourceFusionNet,vibration_current_auxiliary_only,42,26.0,auxiliary_26,posthoc_exploratory_same_holdout,,,0.9285714285714286,0.9444444444444444,0.9409722222222222,0.9373774509803922,0.9307948179271708,0.875
